;;Mes anterior;1Q JUL;;Mes actual;1Q AGO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;julio;2Q JUL;;agosto;2Q AGO;;;;;Nota:;Las formulas de Martella pond acumulado y The Rock pond acumulado son diferentes para obras con periodo de arranque 1Q y 2Q, ver bien eso al agregar una nueva obra a la base;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;Martella pond mensual;0.92;1.00;1.03;1.01;1.03;1.03;1.04;1.04;1.06;1.05;1.02;1.01;0.96;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;The Rock pond mensual;0.12;0.50;0.77;1.19;0.93;0.77;0.63;1.10;0.92;1.10;0.66;0.81;1.07; 1.57 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;Martella pond acumulado;0.92;0.99;1.01;1.01;1.02;1.02;1.03;1.03;1.03;1.03;1.03;1.03;1.03;1.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;The Rock pond acumulado;0.12;0.44;0.60;0.85;0.88;0.85;0.80;0.84;0.84;0.86;0.85;0.85;0.86;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;Pase licitacion;;;;1.24;1.24;1.24;1.24;1.42;1.40;1.40;1.40;1.40;1.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;Pase esperado;;;;1.17;1.16;1.15;1.14;1.42;1.41;1.50;1.46;1.42;1.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;;jun-25;jul-25;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;Coef de pase;;;;1.06;1.07;1.08;1.09;1.00;0.99;0.93;0.96;0.99;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEDR;;1Q JUN 25;2Q JUN 25;1Q JUL 25;2Q JUL 25;1Q AGO 25;2Q AGO 25;1Q SEP 25;2Q SEP 25;1Q OCT 25;2Q OCT 25;1Q NOV 25;2Q NOV 25;1QDIC 25;2Q DIC 25;1Q ENE;2Q ENE;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;1Q JUL 26;2Q JUL 26;0;;;;;;;;;;;;;;;;
PEDR;Certificado real; $ 4,176,004 ; $ 3,296,778 ; $ 7,756,953 ; $ 17,383,999 ; $ 17,631,355 ; $ 27,090,968 ; $ 42,011,678 ; $ 44,537,969 ; $ 39,593,322 ; $ 40,848,052 ; $ 39,405,904 ; $ 29,703,171 ; $ 38,629,088 ; $ 26,365,571 ; $ 39,034,641 ; $ 27,706,828 ; $ 6,230,622 ; $ 14,618,824 ; $ 39,502,297 ; $ 44,179,578 ; $ 30,069,519 ; $ 16,140,636 ; $ 22,278,114 ; $ 26,812,326 ; $ 43,395,687 ; $ 44,286,335 ;;;;;;;;;;;;;;;;;;;
PEDR;Certificado previsto; $ 8,944,390 ; $ 207,440 ; $ 7,728,556 ; $ 4,135,550 ; $ 21,514,048 ; $ 28,733,648 ; $ 43,235,383 ; $ 67,367,469 ; $ 59,467,439 ; $ 69,695,749 ; $ 39,427,874 ; $ 50,861,732 ; $ 31,991,312 ; $ 29,033,310 ; $ 39,034,641 ; $ 27,706,828 ; $ 16,290,649 ; $ 41,663,914 ; $ 37,450,994 ; $ 44,923,070 ; $ 30,426,071 ; $ 64,824,914 ; $ 43,773,397 ; $ 57,790,098 ; $ 64,358,445 ; $ 62,036,458 ;;;;;;;;;;;;;;;;;;;
PEDR;Adicionales;;;;;;;;;;;;;;;;;;;;;;;;; $ 2,671,553 ; $ 1,860,596 ;;;;;;;;;;;;;;;;;;;
PEDR;Avance acumulado;0.94%;1.68%;3.42%;7.33%;11.29%;17.37%;26.81%;36.81%;45.71%;54.88%;63.74%;70.41%;79.09%;85.01%;93.78%;100.00%;1.47%;4.93%;14.27%;24.71%;31.82%;35.63%;40.90%;47.23%;57.49%;67.96%;;;;;;;;;;;;;;;;;;;
PEDR;Avance proyectado;;;;;;;;;;;;;;;;;;;;;;47.24%;;59.64%;62.45%;77.11%;;;;;;;;;;;;;;;;;;;
PEDR;Avance inicial;2.01%;2.06%;3.01%;3.80%;6.04%;9.74%;23.01%;35.63%;51.60%;66.29%;80.28%;87.92%;95.97%;100.00%;100.00%;100.00%;3.85%;13.70%;22.06%;35.08%;43.95%;62.70%;73.14%;79.34%;87.62%;98.09%;99.27%;100.00%;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SFE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;2Q JUN 26;1Q JUL 26;2Q JUL 26;1Q AGO 26;2Q AGO 26;1Q SEP 26;2Q SEP 26;0;0;0;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Hs reales;330;333;0;0;0;0;0;0;0;0;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;2Q JUN 26;1Q JUL 26;2Q JUL 26;1Q AGO 26;2Q AGO 26;1Q SEP 26;2Q SEP 26;0;0;0;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Martella;0.97;0.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;2Q JUN 26;1Q JUL 26;2Q JUL 26;1Q AGO 26;2Q AGO 26;1Q SEP 26;2Q SEP 26;0;0;0;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;The Rock;0.18;;;;;;;0.00;0.00;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Martella pond mensual;0.95;0.925449811;#¡DIV/0!;#¡DIV/0!;#¡DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;The Rock pond mensual;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Martella pond acumulado;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;The Rock pond acumulado;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Pase licitacion;1.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Pase esperado;1.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Coef de pase;1.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;ene-27;feb-27;mar-27;abr-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Certificado real; $ 2,966,848 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Certificado previsto; $ 25,422,533 ; $ 75,413,895 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Adicionales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Avance acumulado;0.50%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Avance proyectado;4.25%;13.11%;19.21%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SFE;Avance inicial;4.25%;22.78%;40.30%;44.64%;56.20%;70.27%;77.27%;80.86%;86.15%;93.84%;99.64%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;2Q AGO 25;1Q SEP 25;2Q SEP 25;1Q OCT 25;2Q OCT 25;1Q NOV 25;2Q NOV 25;1QDIC 25;2Q DIC 25;1Q ENE 26;2Q ENE 26;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;0;0;0;;;;;;;;;;;;;;;;;;;;;
SM;Hs reales;50;805;995;1243;1365;1504;1216;1284;1466;2053;2699;2375;1619;2363;1899;882;953;1007;1088;1284;1234;1065;0;;;;;;;;;;;;;;;;;;;;;;
SM;;2Q AGO 25;1Q SEP 25;2Q SEP 25;1Q OCT 25;2Q OCT 25;1Q NOV 25;2Q NOV 25;1QDIC 25;2Q DIC 25;1Q ENE 26;2Q ENE 26;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
SM;Martella;1.12;1.18;1.19;1.15;1.12;1.12;1.11;1.11;1.05;1.01;1.07;1.06;1.05;1.07;1.04;0.93;0.92;0.90;0.91;0.90;0.89;1Q JUL;0;0;0;Total;0;;;;;;;;;;;;;;;;;;
SM;;2Q AGO 25;1Q SEP 25;2Q SEP 25;1Q OCT 25;2Q OCT 25;1Q NOV 25;2Q NOV 25;1QDIC 25;2Q DIC 25;1Q ENE 26;2Q ENE 26;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
SM;The Rock;0.00;0.84;1.46;0.60;1.05;0.90;0.87;0.29;0.57;0.58;0.65;0.63;1.37;1.14;0.90;0.80;0.65;0.29;0.47;0.40;0.44;1Q JUN;2Q JUN;1Q JUL;2Q JUL;0.00;0.00;;;;;;;;;;;;;;;;;;
SM;;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;Martella pond mensual;;1.18;1.12;1.10;1.07;1.03;1.06;1.06;0.96;0.91;0.92;0.90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;The Rock pond mensual;;1.18;0.84;0.89;0.44;0.62;0.93;1.03;0.72;0.38;0.42;0.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;Martella pond acumulado;1.12;1.18;1.16;1.14;1.12;1.10;1.09;1.08;1.07;1.06;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;The Rock pond acumulado;0.00;1.15;0.97;0.94;0.80;0.74;0.78;0.83;0.82;0.79;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;Pase licitacion;;1.22;1.22;1.22;1.22;1.21;1.21;1.21;1.21;1.21;1.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;Pase esperado;;1.21;1.23;1.24;1.24;1.17;1.19;1.22;1.29;1.31;1.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;ago-25;sept-25;oct-25;nov-25;dic-25;ene-26;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;ago-26;sept-26;oct-26;nov-26;dic-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;Coef de pase;;1.01;0.99;0.98;0.98;1.03;1.02;0.99;0.94;0.93;0.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM;;2Q AGO 25;1Q SEP 25;2Q SEP 25;1Q OCT 25;2Q OCT 25;1Q NOV 25;2Q NOV 25;1QDIC 25;2Q DIC 25;1Q ENE 26;2Q ENE 26;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;1Q JUL 26;2Q JUL 26;1Q AGO 26;2Q AGO 26;;;;;;;;;;;;;;;;;;;;
SM;Certificado real;; $ 15,785,681 ; $ 52,230,248 ; $ 33,119,075 ; $ 33,122,368 ; $ 32,419,706 ; $ 24,254,504 ; $ 28,796,294 ; $ 25,376,000 ; $ 23,220,070 ; $ 34,426,818 ; $ 26,560,373 ; $ 36,669,810 ; $ 47,718,985 ; $ 66,103,078 ; $ 63,161,517 ; $ 50,922,690 ; $ 39,168,682 ; $ 36,255,944 ; $ 88,311,410 ; $ 40,137,033 ; $ 17,975,003 ; $ 40,331,709 ;;;;;;;;;;;;;;;;;;;;;;
SM;Certificado previsto;; $ 7,504,722 ; $ 19,919,551 ; $ 33,820,546 ; $ 26,478,509 ; $ 30,521,805 ; $ 30,233,526 ; $ 28,678,292 ; $ 26,750,359 ; $ 23,454,896 ; $ 30,801,847 ; $ 25,386,245 ; $ 31,559,962 ; $ 33,084,844 ; $ 59,415,290 ; $ 63,161,517 ; $ 41,507,516 ; $ 40,093,392 ; $ 59,088,272 ; $ 34,021,987 ; $ 64,236,025 ; $ 17,975,003 ; $ 40,331,709 ;;;;;;;;;;;;;;;;;;;;;;
SM;Adicionales;;;;;;;;-$ 10,085,389 ;;;; $ 11,045,158 ; $ 1,177,978 ;;;;;; $ 8,456,486 ;-$ 24,141,138 ;;;;;;;;;;;;;;;;;;;;;;;;;
SM;Avance acumulado;;1.46%;6.30%;9.36%;12.43%;15.43%;17.68%;20.34%;22.69%;24.84%;28.03%;30.49%;33.88%;38.30%;44.42%;50.27%;54.98%;58.61%;61.97%;70.14%;73.86%;;;;;;;;;;;;;;;;;;;;;;;;
SM;Avance proyectado;;;;;;;;;;;;;;;;;54.13%;;64.16%;;71.06%;75.52%;79.25%;;;;;;;;;;;;;;;;;;;;;;
SM;Avance inicial;0.69%;2.54%;4.80%;7.11%;11.32%;14.52%;17.28%;19.94%;23.83%;26.47%;28.84%;31.43%;34.39%;37.19%;39.36%;42.62%;47.13%;52.33%;57.82%;64.24%;68.31%;70.97%;74.89%;81.17%;84.66%;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SUP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;1Q JUL 26;2Q JUL 26;0;0;0;Total;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Hs reales;60;328;612;591;640;579;463;613;342;552;633;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;1Q JUL 26;2Q JUL 26;0;0;0;Total;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Martella;0.93;0.93;0.98;0.95;0.95;0.94;0.88;0.95;0.86;0.95;0.94;0.00;0.00;0.00;0.00;0.94;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;1Q FEB 26;2Q FEB 26;1Q MAR 26;2Q MAR 26;1Q ABR 26;2Q ABR 26;1Q MAY 26;2Q MAY 26;1Q JUN 26;2Q JUN 26;1Q JUL 26;2Q JUL 26;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;The Rock;1.02;1.02;0.40;0.40;1.04;1.04;0.76;0.76;1.40;1.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Martella pond mensual;0.93;0.96;0.95;0.92;0.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;The Rock pond mensual;1.02;0.40;1.04;0.76;1.40;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Martella pond acumulado;0.93;0.95;0.95;0.94;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;The Rock pond acumulado;1.02;0.55;0.77;0.76;0.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Pase licitacion;1.34;1.34;1.27;1.27;1.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Pase esperado;1.35;1.18;1.25;1.18;1.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Coef de pase;0.99;1.14;1.02;1.08;1.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;;feb-26;mar-26;abr-26;may-26;jun-26;jul-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Certificado real; $ 13,495,447 ; $ 16,500,314 ; $ 39,439,108 ; $ 16,622,123 ; $ 22,616,154 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Certificado previsto; $ 13,495,517 ; $ 20,313,940 ; $ 39,802,740 ; $ 24,982,417 ; $ 40,743,134 ; $ 40,329,026 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Adicionales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Avance acumulado;19.33%;42.97%;99.48%;15.67%;37.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Avance proyectado;;;100.00%;23.55%;61.97%;100.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUP;Avance inicial;19.33%;42.97%;100.00%;23.55%;61.97%;100.00%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
